Transcription Start	Translation Start	Translation Stop	Transcription Stop	Strand	Name	Synonym	Product	Raw Counts POS Replicate 1	Raw Counts POS Replicate 2	Raw Counts POS Replicate 3	Normalized Counts POS Replicate 1	Normalized Counts POS Replicate 2	Normalized Counts POS Replicate 3	RPKM POS	Variance POS	Lowess POS	Expression POS	Raw Counts NEG Replicate 1	Raw Counts NEG Replicate 2	Normalized Counts NEG Replicate 1	Normalized Counts NEG Replicate 2	RPKM NEG	Variance NEG	Lowess NEG	Expression NEG	pValue POS vs NEG	qValue POS vs NEG
	3219960	3219562		-	-	CCNA_03067	MarR-family transcriptional regulator	3714	0	1991	8501	0	11582	2	1167688985	4401523854	16	0	0	0	0	0	0	244	0	1.0	1.0
	3220072	3220701		+	-	CCNA_03068	glutathione S-transferase	2600	0	0	5951	0	0	0	306528178	378965570	3	13445	0	25178	0	4	15893331989	15076193672	19	0.03703935938821267	0.3478293864387328
	3220698	3221069		+	-	CCNA_03069	Lumazine-bd-2 family protein	800	0	0	1831	0	0	0	18109496	21469705	1	0	0	0	0	0	0	244	0	1.0	1.0
	3221073	3221288		+	-	CCNA_03070	4-oxalocrotonate tautomerase	16538	0	3008	37855	0	17499	16	18450680081	23307584847	85	0	0	0	0	0	0	244	0	1.0	1.0
	3221505	3222779		+	-	CCNA_03071	flagellar hook-associated protein FlgL	18350	37795	14726	42003	131291	85671	10	144382467273	634550736393	67	0	0	0	0	0	0	244	0	1.0	1.0
	3222860	3223564		+	-	CCNA_03072	TetR-family transcriptional regulator	51714	34741	38797	118373	120682	225708	32	309133973058	2750232767906	219	27449	250	51404	4097	7	72207944833	51841523697	39	0.03117699086079466	0.300268477739118
	3223642	3224166		+	-	CCNA_03073	hypothetical protein	1364	0	0	3122	0	0	0	65176878	71006442	1	2648	0	4958	0	1	321736000	490744623	4	0.6407042878670108	1.0
	3224166	3224888		+	-	CCNA_03074	C factor cell-cell signaling protein	0	0	3200	0	0	18616	0	4733493460	3956242944	8	7549	1700	14137	27864	2	3706342322	33097251233	29	0.7113060906499883	1.0
	3224885	3225436		+	-	CCNA_03075	DeoR-like HTH transcriptional regulator	2550	0	0	5836	0	0	0	292503561	362094549	3	0	0	0	0	0	0	244	0	1.0	1.0
	3225530	3227779		+	-	CCNA_03076	excinuclease ABC subunit B	39346	13897	3238	90063	48275	18837	4	84929255966	227420968315	23	64223	50	120272	819	5	666863507527	220310202170	26	0.4631025862822976	1.0
	3227958	3228143		+	-	CCNA_03077	hypothetical protein	67173	0	49	153759	0	285	65	749733156878	217409031958	276	19113	0	35793	0	20	36972553549	26527354275	96	0.6785992278261928	1.0
	3228145	3228258		+	-	CCNA_03078	Arc/MetJ-family transcriptional regulator	12062	50	5214	27610	173	30333	27	13596433145	25361156420	169	61540	0	115247	0	109	611892478795	200677170603	505	0.6677527664034036	1.0
	3228629	3228294		-	parE-4	CCNA_03079	toxin protein parE-4	41870	4982	6204	95840	17306	36092	28	117734775593	202091309997	148	15216	50	28495	819	9	19943986790	19562962855	43	0.7010118935558437	1.0
	3228828	3228577		-	parD-4	CCNA_03080	antitoxin protein parD-4	158752	13104	3645	363384	45520	21205	126	4721427031840	2174657145561	568	16635	64	31152	1049	13	24402115276	22753924835	63	6.916481360957562E-4	0.00936968755941721
	3229025	3228846		-	-	CCNA_03884	hypothetical protein	900	0	0	2060	0	0	0	24029020	27782888	3	0	0	0	0	0	0	244	0	1.0	1.0
	3229471	3229064		-	-	CCNA_03081	conserved hypothetical protein	0	0	0	0	0	0	0	0	356	0	0	825	0	13522	0	3574886361	4111608273	16	1.0	1.0
	3230597	3229845		-	-	CCNA_03082	hypothetical protein	10915	0	4650	24984	0	27052	3	10631030879	20950930644	23	1150	0	2153	0	0	43458005	94806906	1	3.7715525748424906E-13	1.0340129039081594E-11
	3233052	3231328		-	-	CCNA_03083	hybrid sensor histidine kinase/receiver domain protein	29190	13250	17500	66816	46027	101809	6	47891387450	433180312101	41	40404	0	75665	0	4	222901038914	94131057298	21	0.6092534258006609	1.0
	3234393	3233155		-	-	CCNA_03084	conserved hypothetical membrane protein	16854	0	2016	38578	0	11728	2	20453817513	19831477745	13	0	1700	0	27864	0	20270679762	17970908430	11	0.5435707823559921	1.0
	3235514	3234537		-	-	CCNA_03085	nitropropane dioxygenase/trans-enoyl-CoA reductase family	11303	5249	2600	25872	18233	15125	3	960762047	26203172640	20	19897	2400	37261	39337	4	39820769	96537561189	39	0.6173202158263251	1.0
	3236024	3235578		-	-	CCNA_03086	conserved hypothetical protein	36721	0	6049	84054	0	35191	17	126195570189	109781333598	88	26103	2851	48883	46730	13	43458005	143772954334	106	0.5382667925169723	1.0
	3236355	3236915		+	-	CCNA_03087	H-NOX family heme binding protein	0	0	0	0	0	0	0	0	356	0	25549	0	47846	0	9	74198227633	39764891688	42	1.0	1.0
	3236908	3238782		+	-	CCNA_03088	two-component sensor histidine kinase	5513	0	0	12619	0	0	0	1861719929	1894548108	2	0	0	0	0	0	0	244	0	1.0	1.0
	3239239	3238826		-	-	CCNA_03089	conserved hypothetical protein	9249	0	0	21171	0	0	4	6445161252	4739718718	17	0	0	0	0	0	0	244	0	1.0	1.0
	3240220	3239258		-	-	CCNA_03090	acetyl-coenzyme A carboxylase carboxyl transferase subunit alpha	34347	0	4798	78620	0	27913	7	109953412246	83223954094	36	7400	4198	13858	68808	2	103439515437	111767072199	42	0.5289453339092625	1.0
	3240500	3240700		+	nstA	CCNA_03091	redox cell cycle regulatory protein NstA	1416658	14011	17005	3242744	48671	98929	1306	1070897124702043	343049644232760	5622	548159	38916	1026553	637862	592	11319174853667	84451347707469	4140	0.5594624120206568	1.0
	3240801	3242177		+	-	CCNA_03092	cytochrome P450 family protein	753963	42342	108999	1725829	147087	634120	119	150784018527717	168231791624767	606	277261	14497	519234	237616	42	5223348333338	14219305787839	274	0.6467402912949731	1.0
	3242240	3242662		+	-	CCNA_03093	OsmC-related redox protein	33249	13901	10899	76107	48289	63406	24	8814930275	328630591061	147	43796	2200	82018	36059	22	67367956617	210190340559	139	0.5018695999182651	1.0
	3243922	3242864		-	-	CCNA_03094	citrate lyase beta subunit	13392	0	7000	30654	0	40723	3	24195919287	37454006984	22	11399	6849	21347	112260	3	346311073915	268030904570	63	0.6618576557260923	1.0
	3245026	3244001		-	-	CCNA_03095	small-conductance mechanosensitive channel	6000	4450	4599	13734	15458	26755	2	1733838281	23740663589	18	0	0	0	0	0	0	244	0	1.0	1.0
	3247684	3245189		-	-	CCNA_03096	TonB-dependent receptor	55237	16350	13647	126438	56796	79393	6	83444850995	652042608753	35	20649	0	38669	0	1	44507691004	29566496300	7	0.45559747194360606	1.0
	3249202	3248201		-	-	CCNA_03097	aldo/keto reductase family protein	383744	144889	192269	878394	503313	1118558	130	15119274004071	167240358185332	831	1137505	245630	2130238	4026061	280	507549840827694	1879757840694876	3072	0.7585265885528888	1.0
	3249391	3250341		+	-	CCNA_03098	conserved hypothetical protein	406870	85398	75070	931329	296654	436732	108	17997686657304	67193639220267	583	200556	30157	375587	494296	49	656938564092	18626324656448	457	0.5422247824178438	1.0
	3251083	3250343		-	-	CCNA_03099	hypothetical protein	7051	0	0	16139	0	0	1	3360147872	3104368978	7	12395	0	23212	0	3	13075977172	13007658264	15	0.6522465442263347	1.0
	3251355	3251134		-	-	CCNA_03100	alkylphosphonate utilization operon protein PhnA	7702	0	0	17629	0	0	6	4153372846	3661086137	26	6100	0	11423	0	5	2384714725	2617355164	25	0.4996056657500053	1.0
	3252370	3251453		-	xerD	CCNA_03101	site-specific tyrosine recombinase XerD	69641	84257	74488	159408	292691	433346	45	2128233511997	13930263917624	321	107494	7350	201307	120472	25	261217739960	1893397583900	175	0.6031984131847888	1.0
	3253851	3252367		-	-	CCNA_03102	hypothetical protein	263750	59191	83369	603726	205617	485013	49	5560204462034	37569532148620	290	203394	8412	380901	137879	28	3667021217323	5936927540743	174	0.5926098377532897	1.0
	3253928	3254530		+	-	CCNA_03103	shikimate kinase	9900	0	850	22661	0	4945	3	6062369251	7443079133	15	28051	50	52531	819	9	89409405796	48170813693	44	0.6858650813274195	1.0
	3254540	3255652		+	-	CCNA_03104	3-dehydroquinate synthase	0	0	43	0	0	250	0	152230	210428	0	5050	1449	9457	23750	1	4083759451	23827298662	14	0.0	0.0
	3256478	3255828		-	-	CCNA_03105	DnaJ domain protein	24223	61085	52257	55446	212196	304014	38	1731083047442	4724697147254	292	20309	18	38033	295	6	41979118766	29201263685	29	4.1589399970584686E-5	6.906207271538148E-4
	3256535	3256810		+	-	CCNA_03106	BolA protein	10197	0	50	23341	0	290	6	8026145429	5655156398	28	8850	0	16573	0	6	5825412990	6694622378	30	0.5094268816943441	1.0
	3257028	3257450		+	-	CCNA_03107	cytidine deaminase	3450	0	5700	7897	0	33160	3	14879692814	14442435615	32	0	1800	0	29503	0	23251064239	19772190866	34	0.5113997585196605	1.0
	3260856	3257575		-	-	CCNA_03108	TonB-dependent outer membrane receptor	32548	0	2200	74502	0	12798	1	109818880017	54149173693	8	55801	17298	104500	283527	4	1761037026067	2922844467475	59	0.00526150223831643	0.06054432857330315
	3261728	3261360		-	-	CCNA_03110	two-component receiver domain protein	4119	13199	2599	9428	45850	15120	9	20000355568	36446684684	63	0	4200	0	68841	2	177663091181	77682036922	93	0.5715645319655173	1.0
	3263242	3261956		-	-	CCNA_03112	magnesium and cobalt efflux protein corB	3950	0	300	9041	0	1745	0	682550881	1415153587	2	0	0	0	0	0	0	244	0	1.0	1.0
	3263371	3263811		+	-	CCNA_03985	hypothetical protein	14428	0	0	33025	0	0	5	18736017222	10262122919	24	0	2001	0	32797	0	29975462543	23393615713	37	0.5788833284511213	1.0
	3264499	3263780		-	-	CCNA_03113	membrane-associated phospholipid phosphatase	167968	343377	472012	384480	1192819	2746011	247	389219480636821	689394672068461	2001	36422	11345	68208	185953	13	644207746608	1195216306414	176	5.154520769659921E-7	1.0123181415413836E-5
	3264578	3264754		+	-	CCNA_03114	hypothetical protein	0	0	0	0	0	0	0	0	356	0	0	0	0	0	0	0	244	0	1.0	1.0
	3264787	3265797		+	-	CCNA_03115	cobaltochelatase cobS subunit	16849	0	4948	38567	0	28785	3	21134964452	33422458913	22	8500	0	15918	0	1	5288060388	6288233608	7	0.6911901162728399	1.0
3265917			3265823	-	-	CCNA_R0179	small non-coding RNA	0	0	0	0	0	0	0	0	356	0	0	0	0	0	0	0	244	0	1.0	1.0
	3265911	3266135		+	-	CCNA_03116	hypothetical protein	1232	0	49	2820	0	285	1	45542308	70010510	4	851	0	1593	0	0	21090266	45956914	3	0.5531980360957564	1.0
	3266288	3266830		+	bacB	CCNA_03117	bactofilin B BacB	43682	20852	24026	99988	72435	139775	29	74316606216	921789986817	191	19103	1702	35774	27897	7	977304824	66785360237	58	0.7463227241706567	1.0
3266937			3266851	-	-	CCNA_R0180	small non-coding RNA	41632	49440	42871	95296	171744	249409	279	534999162736	3667668905189	1978	4841	45	9065	737	11	1117021995	1862652896	56	7.085667922451508E-79	3.405288642731107E-77
	3267282	3267043		-	-	CCNA_03118	hypothetical protein	193741	13626	13888	443475	47333	80795	167	6612256984866	4723702719202	793	42674	0	79916	0	36	254146993762	104955185043	166	0.07708059506776364	0.629748461703629
3267470			3267386	-	-	CCNA_R0181	small non-coding RNA	21243	0	1	48625	0	5	45	47409347973	18772498929	190	120	0	224	0	0	190265	358975	1	0.0	0.0
	3267882	3267484		-	-	CCNA_03119	hypothetical protein	12647033	443228	233811	28949190	1539681	1360236	6059	191355290883775616	174676437626422720	26607	1334393	35426	2498956	580658	696	522110687008124	432348650756574	3859	0.5732436123754693	1.0
	3268075	3268551		+	-	CCNA_03120	chemotaxis protein cheW	29398	5750	22	67292	19974	127	13	77794823036	54254522358	61	5900	15457	11049	253351	9	3641001036258	1293248404212	277	0.09138753385822311	0.7271743801364606
	3268819	3268559		-	-	CCNA_03121	hypothetical protein	21452	22865	7218	49103	79428	41991	35	20715409896	271127064330	217	28012	6158	52458	100934	26	76564644350	374419917613	293	0.5654234750688688	1.0
	3269481	3268804		-	-	CCNA_03122	conserved membrane spanning protein	21451	5962	8748	49101	20710	50893	9	14090796423	113344783300	59	58876	100	110258	1639	17	530808569494	189775387245	82	0.5655213150880484	1.0
	3269770	3269474		-	-	CCNA_03123	ArsR-family transcriptional regulator	69435	0	2550	158937	0	14835	43	731665193810	281839468434	195	47399	50	88765	819	32	319803067206	128662916992	150	0.5417690780949239	1.0
	3269898	3270998		+	-	CCNA_03124	NAD/mycothiol-dependent formaldehyde dehydrogenase	14247	6599	4999	32611	22923	29082	4	719676770	51134195572	25	8950	3850	16760	63104	2	68730332098	104836996985	36	0.563866114439787	1.0
	3271004	3272395		+	-	CCNA_03125	melibiose carrier protein	4705	0	0	10769	0	0	0	1272551619	1407908822	2	21447	2800	40164	45894	3	455339260	120041899425	30	1.1937417149410444E-5	2.1021081137844824E-4
	3272461	3274521		+	-	CCNA_03126	non-hemolytic phospholipase C	25617	13296	3042	58637	46187	17697	3	23587884447	118098304063	19	40063	8499	75027	139305	4	150700140742	853912892430	51	0.6576109215241683	1.0
	3274732	3276030		+	-	CCNA_03127	aminoacyl-histidine dipeptidase	5300	0	0	12131	0	0	0	1693582463	1766211037	3	3350	0	6273	0	0	565854414	720868464	2	0.5425221144493015	1.0
	3277110	3276178		-	-	CCNA_03128	transporter, drug/metabolite exporter family	6149	6300	0	14075	21884	0	2	5103674852	11868942609	12	0	50	0	819	0	4272146	8614684	0	8.430601350431909E-77	1.0
	3278692	3277316		-	-	CCNA_03129	peptidoglycan-specific endopeptidase, M23 family	49107	14950	23350	112406	51933	135842	11	134109709468	849721924711	72	23198	0	43443	0	3	58853398362	34647599249	15	0.23881402013310657	1.0
	3279647	3278952		-	ctrA	CCNA_03130	cell cycle response regulator CtrA	160468	5300	2686	367312	18411	15626	43	5421459142782	1797958332694	192	111387	0	208597	0	32	2541577428412	807311367852	149	0.5429549362348971	1.0
	3280865	3280062		-	-	CCNA_03131	LytR/AlgR-family transcriptional regulator	27815	8050	9645	63668	27964	56111	10	18148370862	197313520752	61	16500	0	30900	0	4	25981508080	21315901878	19	0.6944915993222671	1.0
	3281234	3280908		-	higA	CCNA_03132	transcriptional regulator, antitoxin protein higA	20211	7850	6122	46263	27269	35615	18	3537959675	88094470483	111	10631	1249	19908	20472	7	1745154	31390409733	61	0.6128349933218014	1.0
	3281524	3281228		-	higB	CCNA_03133	toxin protein higB	60366	21920	11135	138178	76145	64779	57	107649176303	735635086704	313	35441	14	66371	229	24	161402248392	72788196396	112	0.6563335727273626	1.0
	3281744	3282751		+	-	CCNA_03134	alpha/beta hydrolase family protein	5500	0	50	12589	0	290	0	1801236479	1998432337	4	11550	2201	21630	36076	2	4189462143	55674958393	28	0.03537753306493634	0.3329889920973847
	3282810	3284144		+	fliI	CCNA_03135	flagellum-specific ATP synthase fliL	26125	14300	6000	59800	49675	34906	6	6825996436	186490932694	36	50	250	93	4097	0	192641464	356321412	1	1.027163936817283E-28	3.7801483620708115E-27
	3284147	3284566		+	fliJ	CCNA_03136	flagellar export protein FliJ	890	0	0	2037	0	0	0	23390147	26987912	1	0	0	0	0	0	0	244	0	1.0	1.0
	3284568	3285626		+	-	CCNA_03137	endo-1,4-beta-xylanase	24794	0	0	56753	0	0	4	68711221817	24337998363	17	0	1550	0	25405	0	16239403924	15321939476	11	0.5865769485129944	1.0
	3285835	3285449		-	-	CCNA_03986	hypothetical protein	8800	1783	6701	20143	6193	38984	8	13157996473	31516836742	56	11645	4350	21807	71299	8	80472596698	137380288721	120	0.6306445069271358	1.0
	3286001	3288217		+	katG	CCNA_03138	peroxidase/catalase katG	2378754	1377202	1531394	5444992	4784110	8909151	432	1695025246584187	25446598688306104	2877	2642110	290541	4947956	4762186	268	1924444540140	6556176941649922	2189	0.5608679366382592	1.0
3288242			3288365	+	-	CCNA_R0182	small non-coding RNA	2672	0	0	6116	0	0	3	327322957	403880629	16	0	0	0	0	0	0	244	0	1.0	1.0
	3290322	3288469		-	-	CCNA_03139	dihydroxy-acid dehydratase	31027	11650	0	71021	40469	0	4	83990942773	92687421710	20	53591	8000	100361	131126	6	25709913316	991920254679	62	0.6713265882190325	1.0
	3290421	3291311		+	-	CCNA_03140	LysR-family transcriptional regulator	15048	0	0	34445	0	0	3	20727997568	11044313113	12	0	0	0	0	0	0	244	0	1.0	1.0
	3291362	3291877		+	-	CCNA_03141	phosphoserine phosphatase	0	0	0	0	0	0	0	0	356	0	6700	2949	12547	48336	3	36962637958	61407627516	58	1.0	1.0
	3294208	3292250		-	rpoD	CCNA_03142	RNA polymerase sigma factor rpoD	121113	43696	11790	277228	151790	68590	16	1124977256601	3328609399619	84	194215	7240	363712	118669	20	3740636670952	4909008941712	123	0.584447426435968	1.0
3294320			3294566	+	-	CCNA_R0183	small non-coding RNA	39449	24404	15548	90299	84774	90453	58	265322007	666164301704	358	14449	0	27059	0	11	18893490008	17092399379	54	0.027035903751323465	0.2642145139333884
	3296371	3294602		-	-	CCNA_03143	PAS-family sensor histidine kinase	9845	20600	37300	22535	71560	216999	6	1027506398436	914651054394	58	27207	4097	50951	67152	3	5516509622	210278895341	33	0.5918013045534999	1.0
	3298424	3296493		-	dnaG	CCNA_03144	DNA primase	22362	65249	34179	51186	226661	198842	11	868865110026	2961250426710	82	91634	2100	171605	34420	9	929608126217	785908979500	53	0.5760997569046555	1.0
	3298839	3300800		+	-	CCNA_03146	M61 glycyl aminopeptidase	13004	0	0	29766	0	0	1	14601034937	8511918835	5	22253	0	41673	0	2	53261751496	32750747197	10	0.6408589496503395	1.0
	3300889	3301518		+	-	CCNA_03147	hypothetical protein	7850	0	0	17968	0	0	2	4347642906	3762125040	9	8200	0	15356	0	2	4851001997	5950050083	12	0.5528419221887594	1.0
	3301621	3303414		+	-	CCNA_03148	conserved hypothetical protein	37381	10649	800	85565	36992	4654	4	115796061932	131336908806	23	36300	9798	67980	160596	5	362084933381	968186862669	63	0.663873868864982	1.0
	3303709	3306129		+	-	CCNA_03149	beta-glucosidase/beta-xylosidase	21087	6750	5350	48268	23448	31124	2	7075174736	76768797766	14	32901	7348	61614	120439	3	121818332776	582311642912	37	0.652957611082217	1.0
	3306284	3306126		-	-	CCNA_03150	hypothetical protein	0	0	0	0	0	0	0	0	356	0	0	0	0	0	0	0	244	0	1.0	1.0
	3306299	3308212		+	-	CCNA_03151	sialic acid-specific 9-O-acetylesterase	5100	0	0	11673	0	0	0	1544160573	1637818891	2	0	3201	0	52466	0	92570177611	46762612700	13	0.03425013950547385	0.32537632530200156
	3308514	3308927		+	-	CCNA_03152	truncated hemoglobin	41811	24951	43365	95705	86674	252283	48	842691664196	2242935331398	349	41198	19149	77152	313866	29	3442718167170	2975418925101	472	0.5681419202817442	1.0
	3308924	3309634		+	-	CCNA_03153	biofilm formation and stress response factor BsmA	5691	0	10299	13026	0	59916	4	62569577870	39092793537	34	0	0	0	0	0	0	244	0	1.0	1.0
	3309667	3311148		+	-	CCNA_03154	PAS-family sensor histidine kinase/receiver protein	33815	0	0	77402	0	0	4	144697068567	43690759738	17	2096	2450	3925	40157	0	38070233771	35349480534	14	0.5330135822578268	1.0
	3311298	3311927		+	-	CCNA_03155	PepSY-associated transmembrane protein	4438	0	1710	10158	0	9948	1	1079281327	4408891806	10	0	0	0	0	0	0	244	0	1.0	1.0
	3311938	3312453		+	-	CCNA_03156	putative periplasmic protein	0	0	0	0	0	0	0	0	356	0	0	0	0	0	0	0	244	0	1.0	1.0
	3312450	3313334		+	-	CCNA_03157	conserved hypothetical protein	2421	2099	2600	5541	7291	15125	1	792366851	7610239869	10	0	0	0	0	0	0	244	0	1.0	1.0
	3313511	3314464		+	-	CCNA_03158	iron-sulfur cluster assembly/repair protein ApbE	10196	0	0	23338	0	0	1	8143427206	5532952515	8	0	0	0	0	0	0	244	0	1.0	1.0
	3314464	3315978		+	-	CCNA_03159	sulfite reductase (NADPH) flavoprotein alpha-component	2100	3650	2649	4806	12679	15411	1	950731271	10192823071	7	0	3400	0	55728	0	106989289212	52222631973	18	0.6682938631630694	1.0
	3316611	3316096		-	-	CCNA_03160	molybdopterin-guanine dinucleotide biosynthesis protein A	0	0	6640	0	0	38629	2	27292719475	13236694763	24	50	0	93	0	0	23077	-5668	0	1.0	1.0
	3316700	3317755		+	xylR	CCNA_03161	transcriptional regulator xylR	18104	0	812	41440	0	4723	3	28430449503	17255792683	14	7955	0	14897	0	1	4510255763	5678063197	7	0.6466213307948357	1.0
	3319408	3317963		-	argJ	CCNA_03162	bifunctional ornithine acetyltransferase/N-acetylglutamate synthase	23907	750	8243	54723	2605	47955	4	48499348776	80971419330	24	37391	1650	70023	27044	5	57356037629	147613189325	33	0.5613445428726647	1.0
	3320395	3319424		-	-	CCNA_03163	peptidyl-prolyl cis-trans isomerase	7894	0	0	18069	0	0	1	4406526409	3792592696	6	21600	50	40450	819	4	47211530518	32326267572	21	0.7138875168370701	1.0
	3320693	3323464		+	-	CCNA_03164	protein translocase subunit secA	350694	211381	162052	802742	734293	942765	47	1156983603235	164244839291945	298	1055454	272516	1976579	4466743	97	976587330761598	2270242104184174	1162	0.7654820842116108	1.0
	3324974	3323565		-	-	CCNA_03165	major facilitator superfamily transporter	2286	50	1998	5232	173	11623	0	1049558941	3440784231	4	7100	0	13296	0	1	3433162978	3971925724	4	0.5363900064212204	1.0
	3325047	3325751		+	-	CCNA_03166	ArsR-family transcriptional regulator	7150	5500	0	16366	19105	0	3	4304459922	11602345358	16	1900	0	3558	0	0	145096945	258204945	2	0.014940947421459945	0.15852927329003605
	3326630	3325776		-	-	CCNA_03167	hypothetical protein	0	0	1100	0	0	6399	0	364857735	452969338	2	0	2450	0	40157	0	48729396296	31153878222	23	6.503757727412315E-4	0.008945404146962729
